id,PAR_TC,PAR_SC,PAR_SC_V,PAR_ASE1,PAR_ASE2,PAR_ASE3,PAR_ASE4,PAR_ASE5,PAR_ASE6,PAR_ASE7,PAR_ASE8,PAR_ASE9,PAR_ASE10,PAR_ASE11,PAR_ASE12,PAR_ASE13,PAR_ASE14,PAR_ASE15,PAR_ASE16,PAR_ASE17,PAR_ASE18,PAR_ASE19,PAR_ASE20,PAR_ASE21,PAR_ASE22,PAR_ASE23,PAR_ASE24,PAR_ASE25,PAR_ASE26,PAR_ASE27,PAR_ASE28,PAR_ASE29,PAR_ASE30,PAR_ASE31,PAR_ASE32,PAR_ASE33,PAR_ASE34,PAR_ASE_M,PAR_ASEV1,PAR_ASEV2,PAR_ASEV3,PAR_ASEV4,PAR_ASEV5,PAR_ASEV6,PAR_ASEV7,PAR_ASEV8,PAR_ASEV9,PAR_ASEV10,PAR_ASEV11,PAR_ASEV12,PAR_ASEV13,PAR_ASEV14,PAR_ASEV15,PAR_ASEV16,PAR_ASEV17,PAR_ASEV18,PAR_ASEV19,PAR_ASEV20,PAR_ASEV21,PAR_ASEV22,PAR_ASEV23,PAR_ASEV24,PAR_ASEV25,PAR_ASEV26,PAR_ASEV27,PAR_ASEV28,PAR_ASEV29,PAR_ASEV30,PAR_ASEV31,PAR_ASEV32,PAR_ASEV33,PAR_ASEV34,PAR_ASE_MV,PAR_ASC,PAR_ASC_V,PAR_ASS,PAR_ASS_V,PAR_SFM1,PAR_SFM2,PAR_SFM3,PAR_SFM4,PAR_SFM5,PAR_SFM6,PAR_SFM7,PAR_SFM8,PAR_SFM9,PAR_SFM10,PAR_SFM11,PAR_SFM12,PAR_SFM13,PAR_SFM14,PAR_SFM15,PAR_SFM16,PAR_SFM17,PAR_SFM18,PAR_SFM19,PAR_SFM20,PAR_SFM21,PAR_SFM22,PAR_SFM23,PAR_SFM24,PAR_SFM_M,PAR_SFMV1,PAR_SFMV2,PAR_SFMV3,PAR_SFMV4,PAR_SFMV5,PAR_SFMV6,PAR_SFMV7,PAR_SFMV8,PAR_SFMV9,PAR_SFMV10,PAR_SFMV11,PAR_SFMV12,PAR_SFMV13,PAR_SFMV14,PAR_SFMV15,PAR_SFMV16,PAR_SFMV17,PAR_SFMV18,PAR_SFMV19,PAR_SFMV20,PAR_SFMV21,PAR_SFMV22,PAR_SFMV23,PAR_SFMV24,PAR_SFM_MV,PAR_MFCC1,PAR_MFCC2,PAR_MFCC3,PAR_MFCC4,PAR_MFCC5,PAR_MFCC6,PAR_MFCC7,PAR_MFCC8,PAR_MFCC9,PAR_MFCC10,PAR_MFCC11,PAR_MFCC12,PAR_MFCC13,PAR_MFCC14,PAR_MFCC15,PAR_MFCC16,PAR_MFCC17,PAR_MFCC18,PAR_MFCC19,PAR_MFCC20,PAR_MFCCV1,PAR_MFCCV2,PAR_MFCCV3,PAR_MFCCV4,PAR_MFCCV5,PAR_MFCCV6,PAR_MFCCV7,PAR_MFCCV8,PAR_MFCCV9,PAR_MFCCV10,PAR_MFCCV11,PAR_MFCCV12,PAR_MFCCV13,PAR_MFCCV14,PAR_MFCCV15,PAR_MFCCV16,PAR_MFCCV17,PAR_MFCCV18,PAR_MFCCV19,PAR_MFCCV20,PAR_THR_1RMS_TOT,PAR_THR_2RMS_TOT,PAR_THR_3RMS_TOT,PAR_THR_1RMS_10FR_MEAN,PAR_THR_1RMS_10FR_VAR,PAR_THR_2RMS_10FR_MEAN,PAR_THR_2RMS_10FR_VAR,PAR_THR_3RMS_10FR_MEAN,PAR_THR_3RMS_10FR_VAR,PAR_PEAK_RMS_TOT,PAR_PEAK_RMS10FR_MEAN,PAR_PEAK_RMS10FR_VAR,PAR_ZCD,PAR_1RMS_TCD,PAR_2RMS_TCD,PAR_3RMS_TCD,PAR_ZCD_10FR_MEAN,PAR_ZCD_10FR_VAR,PAR_1RMS_TCD_10FR_MEAN,PAR_1RMS_TCD_10FR_VAR,PAR_2RMS_TCD_10FR_MEAN,PAR_2RMS_TCD_10FR_VAR,PAR_3RMS_TCD_10FR_MEAN,PAR_3RMS_TCD_10FR_VAR
1629,2.5025,492.43,111050,-0.12344,-0.11641,-0.11008,-0.10509,-0.10134,-0.10091,-0.10501,-0.11086,-0.12262,-0.13951,-0.1447,-0.16431,-0.16289,-0.16963,-0.1803,-0.17905,-0.18481,-0.18421,-0.18231,-0.17636,-0.17425,-0.17236,-0.1641,-0.16258,-0.16477,-0.16817,-0.17294,-0.18258,-0.19972,-0.21406,-0.21927,-0.23284,-0.25354,-0.28183,-0.1655,0.00035755,0.00049209,0.0004227,0.00034654,0.00028107,0.00031427,0.00030944,0.00022237,0.00028935,0.00021269,0.00024014,0.00015972,0.00018719,0.00027881,0.0001735,0.00011942,0.00013997,0.00010679,0.0000899,0.0000782,0.0000969,0.0000814,0.0000805,0.0000719,0.0000511,0.0000504,0.000045,0.0000521,0.000065,0.0000589,0.0000679,0.000068,0.0000618,0.000058,0.00016855,-2.6921,0.36803,1.5726,0.14659,0.19268,0.0048146,0.11948,0.10894,0.079685,0.071434,0.057013,0.047492,0.089291,0.078023,0.061938,0.051358,0.11259,0.085439,0.077569,0.063207,0.12406,0.10578,0.079453,0.061733,0.12878,0.1089,0.082206,0.057786,0.085402,0.0017542,0.00000351,0.00071209,0.0010793,0.00049329,0.00036183,0.00021399,0.00010777,0.00024678,0.00018899,0.00010795,0.0000696,0.00021285,0.00014932,0.0000936,0.000056,0.0000788,0.0000897,0.000065,0.0000433,0.0000636,0.0000478,0.0000307,0.0000464,0.00026318,-1.3739,0.45441,0.62999,0.21652,0.32334,0.15954,0.13664,0.15715,0.18928,0.039749,0.076807,0.04389,0.086051,0.019565,0.054803,0.014802,-0.0044076,-0.060015,-0.06598,-0.039725,-1.3739,0.45441,0.62999,0.21652,0.32334,0.15954,0.13664,0.15715,0.18928,0.039749,0.076807,0.04389,0.086051,0.019565,0.054803,0.014802,-0.0044076,-0.060015,-0.06598,-0.039725,0.14678,0.022907,0.0038458,0.14787,0.0000885,0.022095,0.000024,0.0034122,0.00000302,4.6139,4.6965,0.091791,0.047329,0.053143,0.011256,0.0020317,0.046776,0.0000532,0.052365,0.0000512,0.01077,0.00000722,0.0019048,0.000000672
1630,2.4642,1003.5,516090,-0.16492,-0.15777,-0.15279,-0.14537,-0.13982,-0.13575,-0.13012,-0.12038,-0.11157,-0.10194,-0.10786,-0.11688,-0.11393,-0.1205,-0.14257,-0.14596,-0.14767,-0.14243,-0.1388,-0.13878,-0.14197,-0.14139,-0.13735,-0.14368,-0.15777,-0.16527,-0.17156,-0.18674,-0.20793,-0.23105,-0.26093,-0.27956,-0.29746,-0.29926,-0.1617,0.00032821,0.00046123,0.0004329,0.00044152,0.00049466,0.00048054,0.00038092,0.00061132,0.00053362,0.00047402,0.00040762,0.00062166,0.00078238,0.00040773,0.0003686,0.00046704,0.00050672,0.00046047,0.00036734,0.00064202,0.00077434,0.001078,0.0011417,0.0014204,0.0008203,0.00061994,0.00047761,0.00034547,0.00021097,0.00017325,0.00077577,0.00082319,0.00048248,0.00030007,0.00056218,-0.82822,1.115,1.0536,0.17166,0.18286,0.0051736,0.095807,0.087169,0.056672,0.053827,0.041979,0.031988,0.067717,0.056762,0.046306,0.037386,0.086324,0.059725,0.053202,0.050502,0.11497,0.095745,0.067326,0.052194,0.066278,0.065301,0.068851,0.07267,0.067364,0.0021833,0.00000443,0.0013909,0.0012197,0.0005488,0.0005415,0.000315,0.00019601,0.00066456,0.00042177,0.00036661,0.00025855,0.0010381,0.00061433,0.00057096,0.00031235,0.00036277,0.00040916,0.00031625,0.00020922,0.0011882,0.0013089,0.0011374,0.00049718,0.00066983,0.052804,-0.17731,0.64938,0.087845,0.19181,0.0022181,-0.10208,-0.19488,0.077631,-0.16222,-0.0055949,-0.059503,0.0091517,0.0088929,0.062659,-0.021692,-0.03821,-0.070015,-0.096434,-0.075358,0.052804,-0.17731,0.64938,0.087845,0.19181,0.0022181,-0.10208,-0.19488,0.077631,-0.16222,-0.0055949,-0.059503,0.0091517,0.0088929,0.062659,-0.021692,-0.03821,-0.070015,-0.096434,-0.075358,0.15722,0.022644,0.0021995,0.15707,0.00019431,0.024724,0.0000555,0.0012136,0.00000274,4.4852,4.5641,0.34377,0.054893,0.067156,0.0202,0.0036463,0.060582,0.00060212,0.074307,0.0014677,0.023249,0.00035452,0.0043537,0.0000387
1631,2.5685,688.06,188340,-0.16643,-0.16068,-0.14758,-0.13913,-0.1349,-0.13457,-0.13581,-0.12555,-0.12343,-0.1178,-0.11509,-0.12211,-0.12158,-0.12615,-0.13413,-0.13294,-0.1397,-0.13852,-0.1477,-0.13977,-0.15216,-0.15309,-0.15473,-0.16939,-0.17655,-0.18062,-0.18897,-0.18992,-0.19486,-0.20152,-0.21645,-0.24039,-0.31332,-0.31076,-0.16313,0.00060981,0.0007818,0.00087278,0.00093709,0.00098258,0.0010127,0.0010494,0.00091791,0.00067219,0.00027191,0.0003602,0.00032421,0.00030689,0.00026598,0.00041081,0.00025512,0.00019534,0.00038097,0.00026241,0.00032567,0.00021469,0.00023153,0.00024473,0.00022528,0.00024218,0.00028728,0.00041067,0.00048537,0.0005504,0.00076634,0.00091732,0.0012629,0.00068873,0.00070133,0.0005419,-1.4034,0.51727,1.1986,0.10323,0.16582,0.0059068,0.10674,0.10972,0.07136,0.058862,0.047749,0.033239,0.058833,0.057559,0.049708,0.045106,0.09877,0.06758,0.057174,0.053296,0.1001,0.090173,0.071507,0.050596,0.098465,0.074002,0.028371,0.082395,0.070126,0.002546,0.00000261,0.0011273,0.0010495,0.00056728,0.00048811,0.00025874,0.00021012,0.00058729,0.00039498,0.00030699,0.00013421,0.00048319,0.00037602,0.00029702,0.00020053,0.00063708,0.00053621,0.00032086,0.00030845,0.00086621,0.00092169,0.0010632,0.00000274,0.00057026,0.76678,-0.33463,0.21556,0.11391,-0.073412,0.050831,0.033854,-0.037415,0.046277,-0.02622,-0.21146,0.069018,0.045849,0.027355,-0.00098415,-0.068691,0.018207,-0.093056,-0.10988,-0.03979,0.76678,-0.33463,0.21556,0.11391,-0.073412,0.050831,0.033854,-0.037415,0.046277,-0.02622,-0.21146,0.069018,0.045849,0.027355,-0.00098415,-0.068691,0.018207,-0.093056,-0.10988,-0.03979,0.13459,0.031002,0.0053107,0.13882,0.00026989,0.029072,0.0000174,0.0051102,0.00000798,6.0515,6.15,1.3431,0.045338,0.04712,0.015673,0.0042268,0.043788,0.00013241,0.046917,0.0000766,0.016381,0.0000313,0.0045497,0.00000741
1632,2.5725,294.89,36873,-0.12627,-0.11827,-0.11302,-0.10437,-0.10078,-0.10033,-0.10293,-0.10657,-0.11624,-0.12961,-0.13222,-0.14055,-0.13794,-0.13855,-0.13898,-0.14317,-0.14843,-0.1588,-0.16494,-0.16715,-0.17589,-0.17932,-0.18398,-0.18572,-0.18893,-0.19547,-0.19722,-0.20116,-0.2017,-0.20401,-0.2166,-0.23819,-0.29599,-0.29326,-0.16313,0.00052999,0.00058377,0.00056531,0.00044864,0.00040839,0.00036554,0.00032457,0.00037878,0.00040651,0.0002556,0.00031992,0.00024473,0.0003252,0.00030932,0.00028776,0.00050978,0.00033602,0.000456,0.00038136,0.00049217,0.00025122,0.00026225,0.00021147,0.00022114,0.00011225,0.00011477,0.0001192,0.00014145,0.00017196,0.00020655,0.00037278,0.00077507,0.0005648,0.00056192,0.00035342,-2.629,0.49839,1.0961,0.12571,0.1722,0.0054222,0.11155,0.10673,0.072584,0.061928,0.046668,0.0365,0.071518,0.063747,0.051527,0.046831,0.10145,0.075734,0.068252,0.05561,0.11712,0.097156,0.077491,0.062514,0.11453,0.082047,0.033767,0.082722,0.07565,0.0032253,0.00000359,0.0011785,0.001148,0.00057578,0.00045477,0.00027931,0.00025394,0.00069036,0.00059734,0.00035898,0.00015646,0.00062374,0.00033518,0.00027823,0.00014011,0.0002379,0.00028161,0.00012555,0.00011545,0.00031008,0.00071336,0.0010798,0.000000482,0.0005485,0.87264,0.41597,0.11996,0.025489,0.089087,0.024313,0.058921,0.16506,0.14129,0.07823,0.093431,0.04955,0.078968,0.076425,0.0094126,0.08282,-0.046603,-0.018081,-0.1105,-0.052363,0.87264,0.41597,0.11996,0.025489,0.089087,0.024313,0.058921,0.16506,0.14129,0.07823,0.093431,0.04955,0.078968,0.076425,0.0094126,0.08282,-0.046603,-0.018081,-0.1105,-0.052363,0.12891,0.028395,0.0066304,0.12736,0.00059412,0.024729,0.0000569,0.0059592,0.0000121,6.3082,6.9646,2.5377,0.022925,0.022218,0.0063084,0.0017868,0.02295,0.0000553,0.020914,0.0000364,0.0055728,0.0000125,0.0017088,0.00000224
1633,2.4833,418.86,8438.1,-0.18075,-0.17514,-0.16393,-0.15822,-0.15027,-0.13354,-0.11686,-0.10285,-0.094156,-0.089683,-0.096243,-0.094059,-0.097274,-0.10643,-0.1129,-0.11707,-0.11944,-0.12476,-0.13676,-0.14463,-0.1604,-0.17495,-0.18034,-0.1857,-0.19271,-0.20019,-0.20769,-0.21472,-0.22372,-0.23038,-0.23151,-0.25326,-0.27413,-0.27125,-0.16223,0.00019263,0.00029087,0.00024147,0.00018419,0.00015415,0.00027745,0.00029206,0.00018595,0.00023249,0.00030111,0.00019783,0.00015523,0.00030441,0.00036458,0.00030142,0.00022849,0.00022463,0.00048823,0.00027887,0.00032925,0.00031391,0.00022964,0.00027761,0.00026882,0.00027281,0.00021123,0.00017369,0.00028203,0.00019965,0.00022861,0.00025165,0.00035451,0.00037286,0.00036528,0.00026552,-1.4838,0.076499,0.69708,0.023022,0.17754,0.0054074,0.091868,0.088499,0.063004,0.048896,0.030545,0.023263,0.038806,0.043778,0.027748,0.025951,0.078405,0.057134,0.046981,0.044485,0.10345,0.083934,0.067705,0.058481,0.10857,0.086323,0.069143,0.082875,0.0647,0.002351,0.00000281,0.0012935,0.0012866,0.0010404,0.00055416,0.0002288,0.00016702,0.00068941,0.00049691,0.00025519,0.00023345,0.00092437,0.00063914,0.0006267,0.00048336,0.00084777,0.00070987,0.00053519,0.00034863,0.0008517,0.00077814,0.0010598,5.03E-08,0.0006835,2.8926,0.028976,-0.089356,-0.083708,0.23269,-0.044696,-0.088727,-0.050678,0.0070776,-0.14181,-0.067955,-0.0066562,-0.0058595,-0.0012765,0.041385,-0.098153,-0.054004,-0.057359,-0.1105,-0.048769,2.8926,0.028976,-0.089356,-0.083708,0.23269,-0.044696,-0.088727,-0.050678,0.0070776,-0.14181,-0.067955,-0.0066562,-0.0058595,-0.0012765,0.041385,-0.098153,-0.054004,-0.057359,-0.1105,-0.048769,0.12794,0.029011,0.0055782,0.1457,0.00039577,0.024272,0.0000897,0.0032163,0.0000163,5.2377,5.5853,3.7286,0.022363,0.020599,0.006576,0.0015873,0.022574,0.0000113,0.023129,0.0000647,0.0076626,0.000026,0.0019048,0.00000345
1634,2.4383,812.88,61669,-0.15594,-0.15172,-0.14168,-0.13079,-0.12684,-0.12899,-0.13921,-0.14123,-0.13535,-0.13328,-0.13347,-0.12893,-0.12063,-0.12653,-0.12633,-0.12488,-0.12439,-0.13689,-0.12353,-0.13813,-0.14032,-0.13869,-0.14347,-0.16368,-0.16389,-0.1808,-0.19184,-0.1996,-0.21229,-0.23053,-0.2403,-0.26587,-0.30217,-0.29924,-0.16298,0.00031427,0.00041784,0.00034977,0.0003407,0.00042057,0.00045504,0.00040096,0.00032632,0.00031011,0.00037225,0.00050446,0.00035641,0.00043814,0.00060794,0.00031243,0.00030182,0.00044447,0.00055846,0.00025977,0.00024579,0.0002194,0.00020733,0.00019033,0.00027229,0.00019957,0.00018694,0.00032969,0.00032428,0.00027816,0.00035508,0.0005147,0.00063695,0.00041866,0.00041467,0.00036134,-0.87712,0.25849,1.2652,0.072983,0.16503,0.00491,0.084422,0.088837,0.058555,0.048684,0.036264,0.028553,0.049134,0.039818,0.03653,0.032854,0.067116,0.040928,0.04497,0.036034,0.083015,0.071093,0.050272,0.036015,0.08741,0.068317,0.052277,0.082839,0.058078,0.0034129,0.00000325,0.00143,0.0012374,0.00060891,0.00065011,0.00032855,0.00017884,0.0006034,0.00047433,0.00028505,0.00017911,0.00074535,0.00033987,0.00040999,0.0003243,0.00077094,0.0010084,0.00064461,0.00036392,0.0010387,0.0011073,0.0014131,2.26E-08,0.00073159,0.96969,-0.95251,0.16754,-0.27843,-0.11944,-0.067747,-0.11716,-0.11632,0.019595,0.077265,-0.087684,-0.15891,-0.01497,-0.0000828,0.081982,-0.054633,-0.075985,-0.066075,-0.059326,-0.10372,0.96969,-0.95251,0.16754,-0.27843,-0.11944,-0.067747,-0.11716,-0.11632,0.019595,0.077265,-0.087684,-0.15891,-0.01497,-0.0000828,0.081982,-0.054633,-0.075985,-0.066075,-0.059326,-0.10372,0.1281,0.027905,0.0064127,0.14104,0.00013728,0.026035,0.0000131,0.0042939,0.00000493,7.4473,8.421,5.1515,0.047166,0.047039,0.013542,0.0037914,0.04609,0.0000988,0.04579,0.0004086,0.013442,0.00016555,0.0040816,0.0000322
1635,2.519,776.3,40174,-0.16623,-0.16239,-0.15555,-0.1506,-0.14962,-0.15026,-0.14771,-0.14036,-0.13092,-0.12372,-0.12332,-0.11556,-0.11806,-0.11235,-0.11373,-0.13077,-0.13514,-0.13394,-0.13075,-0.14308,-0.14166,-0.1503,-0.1436,-0.1446,-0.16371,-0.18616,-0.1961,-0.20269,-0.20715,-0.212,-0.22553,-0.25002,-0.30539,-0.3025,-0.16369,0.00025319,0.00046165,0.00038915,0.00029182,0.0002461,0.00020361,0.00024164,0.00030101,0.00024102,0.00028043,0.00024952,0.00034573,0.00037116,0.00037869,0.00048691,0.00034711,0.00040099,0.00044859,0.00041325,0.00026778,0.00035745,0.00018022,0.00017624,0.00019777,0.00012557,0.00014488,0.0001242,0.0000894,0.00012807,0.0001778,0.00033475,0.00085494,0.00029692,0.0002976,0.00029721,-0.82857,0.159,1.0422,0.053547,0.17951,0.0054581,0.097409,0.095966,0.06386,0.053232,0.038558,0.033705,0.05994,0.049742,0.043507,0.033393,0.086827,0.0749,0.06129,0.032988,0.08538,0.079079,0.065236,0.048706,0.10183,0.069464,0.029985,0.082723,0.065529,0.0025873,0.00000331,0.0010274,0.0010278,0.00072328,0.00052764,0.00029221,0.00020435,0.00066559,0.00051657,0.00035542,0.00022169,0.00061448,0.00022293,0.00020488,0.00015668,0.00082641,0.00061368,0.00034881,0.00024392,0.00077171,0.00095013,0.0009485,0.000000256,0.00058562,0.94203,-0.68462,0.47972,-0.42708,-0.047124,0.031291,-0.44093,-0.075498,-0.084891,-0.077284,0.055962,-0.054959,-0.050292,-0.026133,0.010722,-0.0038893,-0.098606,-0.092853,-0.056831,-0.087092,0.94203,-0.68462,0.47972,-0.42708,-0.047124,0.031291,-0.44093,-0.075498,-0.084891,-0.077284,0.055962,-0.054959,-0.050292,-0.026133,0.010722,-0.0038893,-0.098606,-0.092853,-0.056831,-0.087092,0.13069,0.028467,0.0065941,0.1381,0.00028349,0.028501,0.0000287,0.0049959,0.0000113,6.6438,7.3343,5.1921,0.046041,0.045791,0.01312,0.0031474,0.045263,0.0000318,0.043614,0.00019496,0.012419,0.000062,0.0033633,0.0000131
1636,2.2817,618.18,14202,-0.1512,-0.14676,-0.15035,-0.1484,-0.14877,-0.14795,-0.1516,-0.14855,-0.12315,-0.11613,-0.099592,-0.096689,-0.1327,-0.13132,-0.092088,-0.091287,-0.13289,-0.10649,-0.13067,-0.12726,-0.15163,-0.14881,-0.16958,-0.17095,-0.1902,-0.21082,-0.2148,-0.22389,-0.23284,-0.23739,-0.23954,-0.24559,-0.26935,-0.26669,-0.16312,0.00014033,0.00016532,0.00014356,0.00011618,0.00015737,0.0001735,0.00019811,0.0000977,0.00021838,0.00027879,0.00014207,0.00025867,0.00038105,0.00039862,0.00029817,0.00028265,0.00048594,0.00021359,0.00021004,0.00035995,0.00035521,0.00020912,0.00041997,0.00080733,0.00040041,0.00019249,0.0001406,0.0000877,0.0000605,0.00010675,0.00011751,0.00019352,0.00015703,0.00015442,0.0002389,-0.87952,0.095847,0.68063,0.019555,0.1526,0.0048092,0.050075,0.085626,0.039008,0.032557,0.0067961,0.0091522,0.024017,0.02503,0.012625,0.014073,0.031717,0.023386,0.022578,0.024147,0.082254,0.079643,0.076117,0.069207,0.1326,0.11252,0.064663,0.082883,0.05242,0.0035629,0.00000312,0.0013528,0.0014849,0.00081677,0.0004035,0.0000519,0.0000794,0.00031896,0.00025214,0.00010368,0.00011808,0.00053685,0.00039779,0.00044156,0.00043973,0.0016385,0.0010378,0.00046787,0.00016018,0.00015242,0.00012755,0.00058276,1.06E-08,0.00060546,3.4154,-1.0805,-0.14519,-0.45166,-0.34307,0.064657,-0.19754,-0.10567,0.084654,0.048029,0.11934,-0.056823,0.017984,-0.0095996,-0.11497,-0.26043,0.01161,0.050599,-0.23062,-0.08887,3.4154,-1.0805,-0.14519,-0.45166,-0.34307,0.064657,-0.19754,-0.10567,0.084654,0.048029,0.11934,-0.056823,0.017984,-0.0095996,-0.11497,-0.26043,0.01161,0.050599,-0.23062,-0.08887,0.1291,0.027995,0.006263,0.15318,0.00010644,0.023804,0.0000613,0.0021769,0.00000441,6.8833,7.9755,8.4499,0.030476,0.031456,0.0092426,0.002585,0.030106,0.0000092,0.032365,0.00025001,0.010525,0.00012129,0.0030803,0.0000214
1637,2.4307,1023.6,375440,-0.16313,-0.16343,-0.15849,-0.15202,-0.13544,-0.12855,-0.12628,-0.13436,-0.16991,-0.17049,-0.1615,-0.15443,-0.15478,-0.15147,-0.13558,-0.14099,-0.15412,-0.14237,-0.12157,-0.13305,-0.12864,-0.13719,-0.14663,-0.14899,-0.15971,-0.16682,-0.1765,-0.18188,-0.19215,-0.19716,-0.20392,-0.2059,-0.29256,-0.29031,-0.16413,0.0015534,0.0022152,0.0027065,0.0023092,0.001252,0.00057015,0.00049728,0.0005109,0.00061993,0.00039395,0.00087214,0.0010026,0.00078662,0.0011283,0.0014579,0.0011494,0.0010242,0.0013341,0.0011312,0.0011315,0.0009631,0.0012836,0.0011216,0.0012475,0.0011014,0.0011181,0.00068479,0.00049206,0.00032861,0.00028038,0.00035135,0.00032889,0.00043473,0.00045244,0.00099515,-0.92257,2.199,1.1513,0.13637,0.16305,0.0041751,0.079349,0.082281,0.046062,0.035287,0.020626,0.021037,0.034721,0.023943,0.01238,0.010226,0.029493,0.032012,0.031438,0.026106,0.068184,0.068951,0.061449,0.053161,0.11455,0.1024,0.012522,0.081775,0.050632,0.003097,0.00000389,0.0016924,0.0018951,0.0010714,0.00081026,0.0004622,0.0003291,0.0010104,0.00071106,0.00030301,0.00019386,0.0010127,0.00099775,0.00078214,0.00052169,0.0021573,0.0015554,0.00079442,0.00039911,0.00063959,0.00037946,0.00013036,0.0000119,0.00087339,0.23296,-1.1122,-0.19504,-0.020632,-0.055166,-0.30037,-0.25386,-0.036023,0.058996,0.054358,0.045425,0.037654,0.043907,-0.062003,-0.016032,0.08843,-0.043715,-0.085686,0.0011013,0.0098439,0.23296,-1.1122,-0.19504,-0.020632,-0.055166,-0.30037,-0.25386,-0.036023,0.058996,0.054358,0.045425,0.037654,0.043907,-0.062003,-0.016032,0.08843,-0.043715,-0.085686,0.0011013,0.0098439,0.11396,0.044136,0.01956,0.11682,0.0009529,0.044522,0.00025081,0.01852,0.00018059,7.145,7.5223,3.8033,0.048644,0.038381,0.014463,0.0087664,0.04554,0.00036683,0.03717,0.00023167,0.01385,0.0000692,0.0087401,0.0000468
1638,2.5213,550.23,10211,-0.12179,-0.12717,-0.13418,-0.13445,-0.1388,-0.14609,-0.15812,-0.16814,-0.14395,-0.11594,-0.11661,-0.11767,-0.088953,-0.09987,-0.11829,-0.1309,-0.11151,-0.14428,-0.13254,-0.15465,-0.13924,-0.1453,-0.14779,-0.16533,-0.17031,-0.18207,-0.19255,-0.20802,-0.21534,-0.23217,-0.26547,-0.28324,-0.28451,-0.28045,-0.16223,0.00027635,0.00036841,0.00025997,0.00023399,0.00022923,0.00029535,0.00042198,0.00051175,0.00044328,0.00063408,0.0007553,0.00029935,0.00047602,0.00057206,0.00052362,0.00032264,0.00016827,0.00061539,0.00036366,0.0004367,0.00018523,0.00020914,0.00034742,0.00015369,0.00012944,0.0001224,0.00024396,0.00010381,0.00018129,0.00016975,0.00040785,0.00016904,0.00016244,0.00015131,0.00032189,-1.2258,0.11009,1.0257,0.14868,0.18806,0.0027461,0.040097,0.066491,0.039647,0.020991,0.017124,0.01389,0.030728,0.025463,0.029586,0.021384,0.055795,0.040007,0.04277,0.040394,0.083969,0.073288,0.066626,0.053516,0.077246,0.073895,0.094833,0.082085,0.05336,0.00099747,0.00000411,0.0012653,0.0012358,0.00056676,0.00039232,0.00017856,0.00012462,0.00042369,0.00033801,0.00020957,0.00012624,0.00042702,0.00040626,0.00025489,0.00023213,0.0006893,0.0006647,0.00026956,0.00017164,0.00081273,0.0014651,0.00019961,0.00000214,0.0004774,1.6681,-0.30832,0.42591,-0.28637,-0.23551,-0.21599,-0.059353,-0.3149,-0.060822,-0.17878,-0.15935,-0.112,-0.070784,-0.02592,0.10934,0.014153,-0.13611,-0.125,-0.11625,-0.072477,1.6681,-0.30832,0.42591,-0.28637,-0.23551,-0.21599,-0.059353,-0.3149,-0.060822,-0.17878,-0.15935,-0.112,-0.070784,-0.02592,0.10934,0.014153,-0.13611,-0.125,-0.11625,-0.072477,0.14541,0.028744,0.002449,0.15675,0.00026599,0.025431,0.0000681,0.0012354,0.00000293,4.7722,5.2157,2.1474,0.029288,0.032091,0.0089161,0.0014331,0.029361,0.0000217,0.032882,0.00013327,0.0090449,0.0000655,0.0016327,0.00000626
